Date,to_station_name,Count,starttime_wday,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_Pressure_In,Mean_Sea_Level_Pressure_In,Min_Sea_Level_Pressure_In,Max_Visibility_Miles,Mean_Visibility_Miles,Min_Visibility_Miles,Max_Wind_Speed_MPH,Mean_Wind_Speed_MPH,Max_Gust_Speed_MPH,Precipitation_In,Events
2014/10/13,Seattle University / E Columbia St & 12th Ave,5,Mon,71,62,54,55,51,46,87,68,46,30.03,29.79,29.65,10,10,4,13,4,21,0,Rain
2014/10/13,12th Ave & E Denny Way,4,Mon,71,62,54,55,51,46,87,68,46,30.03,29.79,29.65,10,10,4,13,4,21,0,Rain
2014/10/13,Summit Ave E & E Republican St,5,Mon,71,62,54,55,51,46,87,68,46,30.03,29.79,29.65,10,10,4,13,4,21,0,Rain
2014/10/13,Summit Ave & E Denny Way,3,Mon,71,62,54,55,51,46,87,68,46,30.03,29.79,29.65,10,10,4,13,4,21,0,Rain
2014/10/13,Bellevue Ave & E Pine St,9,Mon,71,62,54,55,51,46,87,68,46,30.03,29.79,29.65,10,10,4,13,4,21,0,Rain
2014/10/13,E Blaine St & Fairview Ave E,3,Mon,71,62,54,55,51,46,87,68,46,30.03,29.79,29.65,10,10,4,13,4,21,0,Rain
2014/10/14,2nd Ave & Pine St,24,Mon,71,62,54,55,51,46,87,68,46,30.03,29.79,29.65,10,10,4,13,4,21,0,Rain
2014/10/14,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,14,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Frye Art Museum / Terry Ave & Columbia St,10,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,REI / Yale Ave N & John St,17,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Republican St & Westlake Ave N,13,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,2nd Ave & Blanchard St,13,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,City Hall / 4th Ave & James St,11,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,2nd Ave & Spring St,21,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Summit Ave & E Denny Way,5,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Westlake Ave & 6th Ave,14,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Cal Anderson Park / 11th Ave & Pine St,12,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,3,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,NE 42nd St & University Way NE,6,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Occidental Park / Occidental Ave S & S Washington St,28,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,6th Ave S & S King St,13,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,PATH / 9th Ave & Westlake Ave,13,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,7th Ave & Union St,15,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,1st Ave & Marion St,23,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,NE 47th St & 12th Ave NE,3,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,12th Ave & NE Campus Pkwy,9,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Bellevue Ave & E Pine St,8,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,3rd Ave & Broad St,8,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,15th Ave NE & NE 40th St,5,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Children's Hospital / Sandpoint Way NE & 40th Ave NE,3,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,8,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Pine St & 9th Ave,7,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,2,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Dexter Ave & Denny Way,26,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,9th Ave N & Mercer St,6,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Pier 69 / Alaskan Way & Clay St,10,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Dexter Ave N & Aloha St,14,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,UW Engineering Library / E Stevens Way NE & Jefferson Rd,2,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,E Harrison St & Broadway Ave E,17,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Seattle University / E Columbia St & 12th Ave,6,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,E Blaine St & Fairview Ave E,5,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Key Arena / 1st Ave N & Harrison St,16,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Lake Union Park / Valley St & Boren Ave N,16,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Harvard Ave & E Pine St,10,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,6th Ave & Blanchard St,6,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Eastlake Ave E & E Allison St,12,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,15th Ave E & E Thomas St,8,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,2,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,12th Ave & E Mercer St,8,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,2nd Ave & Vine St,7,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,E Pine St & 16th Ave,8,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,Summit Ave E & E Republican St,7,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,12th Ave & E Denny Way,1,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/14,UW McCarty Hall / Whitman Ct,1,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/15,1st Ave & Marion St,14,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/15,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,4,Tues,63,59,55,52,51,50,88,78,63,29.84,29.75,29.54,10,9,3,10,5,17,0.11,Rain
2014/10/15,Lake Union Park / Valley St & Boren Ave N,6,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,9th Ave N & Mercer St,4,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Eastlake Ave E & E Allison St,4,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,NE 47th St & 12th Ave NE,3,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,2nd Ave & Pine St,16,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Frye Art Museum / Terry Ave & Columbia St,5,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Pine St & 9th Ave,8,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Pier 69 / Alaskan Way & Clay St,6,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,2nd Ave & Spring St,10,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,3,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,REI / Yale Ave N & John St,16,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,PATH / 9th Ave & Westlake Ave,19,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,City Hall / 4th Ave & James St,8,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,12th Ave & NE Campus Pkwy,9,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,15th Ave E & E Thomas St,4,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Occidental Park / Occidental Ave S & S Washington St,9,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Republican St & Westlake Ave N,8,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Westlake Ave & 6th Ave,12,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,NE 42nd St & University Way NE,4,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,7th Ave & Union St,14,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,7,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,UW Engineering Library / E Stevens Way NE & Jefferson Rd,3,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,6th Ave S & S King St,12,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Bellevue Ave & E Pine St,7,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,E Blaine St & Fairview Ave E,6,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,E Harrison St & Broadway Ave E,11,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Burke Museum / E Stevens Way NE & Memorial Way NE,2,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,15th Ave NE & NE 40th St,2,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,6th Ave & Blanchard St,3,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Summit Ave & E Denny Way,13,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,2nd Ave & Vine St,8,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,E Pine St & 16th Ave,5,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,3rd Ave & Broad St,6,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,5,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Dexter Ave N & Aloha St,7,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,1,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,UW Intramural Activities Building,3,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Harvard Ave & E Pine St,2,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Dexter Ave & Denny Way,5,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Summit Ave E & E Republican St,7,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,12th Ave & E Mercer St,4,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Seattle University / E Columbia St & 12th Ave,1,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,12th Ave & E Denny Way,2,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Key Arena / 1st Ave N & Harrison St,4,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,Cal Anderson Park / 11th Ave & Pine St,1,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/15,2nd Ave & Blanchard St,1,Wed,62,58,54,53,50,46,87,77,67,29.98,29.71,29.51,10,9,3,18,7,25,0.45,Rain
2014/10/16,Summit Ave E & E Republican St,14,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,Eastlake Ave E & E Allison St,6,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,2nd Ave & Vine St,14,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,Dexter Ave & Denny Way,3,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,E Pine St & 16th Ave,4,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,5,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,7th Ave & Union St,10,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,Frye Art Museum / Terry Ave & Columbia St,3,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,9th Ave N & Mercer St,7,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,6th Ave S & S King St,13,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,REI / Yale Ave N & John St,11,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,Pier 69 / Alaskan Way & Clay St,16,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,Westlake Ave & 6th Ave,17,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,3rd Ave & Broad St,14,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,Bellevue Ave & E Pine St,13,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,2nd Ave & Pine St,25,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,12th Ave & NE Campus Pkwy,5,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,Pine St & 9th Ave,12,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,2nd Ave & Spring St,18,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,PATH / 9th Ave & Westlake Ave,15,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,2nd Ave & Blanchard St,8,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,Republican St & Westlake Ave N,16,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,NE 42nd St & University Way NE,10,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
2014/10/16,15th Ave NE & NE 40th St,9,Thurs,71,61,52,49,46,42,83,61,36,30.03,29.95,29.81,10,10,10,9,4,-,0,Rain
